runtime,director_popularity,actor1_popularity,actor2_popularity,actor3_popularity,actor4_popularity,actor5_popularity,cast_pop_mean,cast_pop_max,release_month,release_year,release_quarter,is_summer_release,is_holiday_release,star_count,cast_popularity_std,cast_gender_ratio,director_is_female,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,num_genres,keyword_count,lang_en,lang_fr,lang_es,lang_ja,lang_de,lang_other,is_english,revenue_missing_flag,budget_missing_flag,has_budget,log_budget,has_overview,overview_length,revenue
95,0.8189,3.6065,3.7163,4.4286,2.5488,0.6733,2.9947,4.4286,5.0,2012.0,2.0,1,0,3,1.3068129001505915,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,36,1,0,0,0,0,0,1,0,0,1,13.815511557963774,1,423,9138338.0
94,0.4264,12.2766,2.6245,2.6249,1.9653,2.7056,4.43938,12.2766,2.0,2012.0,1.0,0,0,1,3.9277273160951487,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0,0,0,0,0,1,0,1,0,0.0,1,411,18100189.0
89,0.7964,4.422,4.9592,3.4238,1.2838,4.6833,3.75442,4.9592,4.0,2012.0,2.0,0,0,4,1.3396453805391932,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,0,1,0,0.0,1,183,1203942.0
121,3.0686,3.0686,4.471,5.9967,7.7433,2.9019,4.8363,7.7433,12.0,2012.0,4.0,0,1,4,1.8328823148254771,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,0,1,0,0,1,14.508658238524095,1,99,20014680.0
96,1.3185,5.109,7.8484,4.9278,3.5125,3.7689,5.03332,7.8484,9.0,2012.0,3.0,0,0,5,1.539687549342398,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,1,0,0,1,15.607270193858982,1,444,13231461.0
95,0.7325,3.1258,3.7689,7.482,5.768,2.3519,4.49932,7.482,11.0,2012.0,4.0,0,1,4,1.8728273891632408,0.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,12,1,0,0,0,0,0,1,0,0,1,16.300417291085605,1,186,1900000.0
98,1.0638,2.3459,3.457,1.0638,0.363,0.9183,1.6296,3.457,7.0,2012.0,3.0,1,0,1,1.120966488348336,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0.0,1,121,103504.0
110,0.5666,0.5657,3.3907,2.9866,0.995,1.1314,1.81388,3.3907,10.0,2012.0,4.0,0,0,1,1.1450703234299628,0.2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,1,17.926384438531027,1,105,61319383.0
92,0.7893,8.0567,3.4984,1.3813,1.772,1.1526,3.1722,8.0567,8.0,2012.0,3.0,0,0,2,2.5772626447453892,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,12,1,0,0,0,0,0,1,0,0,1,16.454567959008102,1,208,85446075.0
82,2.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2012.0,1.0,0,0,0,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0.0,1,79,17769.0
84,0.2842,0.2939,0.6959,2.4189,2.2733,0.6745,1.2713,2.4189,10.0,2012.0,4.0,0,0,0,0.8903432955888418,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,15.894952224644102,1,287,2787008.0
109,3.6064,11.415,3.1193,2.0939,0.8996,1.338,3.77316,11.415,7.0,2012.0,3.0,1,0,2,3.8944195185418837,0.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,1,0,1,0,0.0,1,192,123821.0
114,1.8285,3.544,5.1254,3.7689,4.0558,5.4548,4.38978,5.4548,6.0,2012.0,2.0,1,0,5,0.7599714215679428,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,16.588099342704055,1,263,12434778.0
121,2.4253,8.6948,3.1994,2.9178,2.2361,3.1258,4.03478,8.6948,12.0,2013.0,4.0,0,1,3,2.3546882956349022,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,12,1,0,0,0,0,0,1,0,0,1,17.50439003707821,1,304,149295601.0
102,1.2284,1.9181,6.1852,2.6754,3.2173,1.0534,3.00988,6.1852,11.0,2013.0,4.0,0,1,2,1.7468459913798926,0.6,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,25,1,0,0,0,0,0,1,0,0,1,18.826145858727198,1,395,1274219009.0
180,6.5116,12.2774,4.2178,12.3921,6.4814,3.1061,7.69496,12.3921,12.0,2013.0,4.0,0,1,5,3.941646513121134,0.2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0,0,0,1,0,0,1,18.420680753952364,1,200,407038432.0
130,1.4501,9.2587,5.5278,3.4058,3.353,4.081,5.12526,9.2587,4.0,2013.0,2.0,0,0,5,2.2106692123427236,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,11,1,0,0,0,0,0,1,0,0,1,19.11382792951231,1,136,1215577205.0
116,1.6274,4.5056,6.9724,6.3952,3.9933,6.3304,5.63938,6.9724,5.0,2013.0,2.0,1,0,5,1.1679684317651742,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,1,0,0,0,0,0,1,0,0,1,18.132998684833918,1,161,351723989.0
123,1.9451,4.9931,6.9417,5.8803,3.5974,12.3921,6.7609200000000005,12.3921,9.0,2013.0,3.0,0,0,5,3.0216355679664613,0.4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,28,1,0,0,0,0,0,1,0,0,1,16.300417291085605,1,408,87100449.0
131,4.0345,7.482,2.1132,6.8866,2.7129,1.9248,4.2239,7.482,7.0,2013.0,3.0,1,0,2,2.438410269007248,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,13,1,0,0,0,0,0,1,0,0,1,19.00846741441004,1,358,411000000.0
116,1.5152,10.9043,1.5183,2.4354,1.8491,0.4454,3.4305,10.9043,6.0,2013.0,2.0,1,0,1,3.792520725322407,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,13,1,0,0,0,0,0,1,0,0,1,19.11382792951231,1,456,531865000.0
143,3.4347,11.3724,5.3277,5.0628,4.4007,7.3813,6.70898,11.3724,6.0,2013.0,2.0,1,0,5,2.535566992528496,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,19,1,0,0,0,0,0,1,0,0,1,19.23161096461314,1,293,668045518.0
161,2.538,5.4475,3.4606,2.6518,5.4291,4.0087,4.199540000000001,5.4475,12.0,2013.0,4.0,0,1,4,1.0997429965223693,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,28,1,0,0,0,0,0,1,0,0,1,19.33697147982652,1,191,958400000.0
126,1.8735,4.7435,17.8153,0.7488,2.6834,0.4492,5.2880400000000005,17.8153,12.0,2013.0,4.0,0,1,2,6.450302144427035,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,20,1,0,0,0,0,0,1,0,0,1,16.951004817371683,1,410,47351251.0
127,3.6631,7.744,5.2628,3.0788,3.3538,3.4942,4.586720000000001,7.744,8.0,2013.0,3.0,0,0,5,1.755734351660296,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,35,0,0,0,0,0,1,0,0,0,1,17.484187330270895,1,203,86758912.0
112,1.2262,7.4644,7.3494,6.3966,1.8136,5.5444,5.71368,7.4644,10.0,2013.0,4.0,0,0,4,2.0710509355397324,0.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,1,0,0,1,18.951309000896888,1,372,644783140.0
98,2.0111,5.8392,3.4518,3.7046,4.8379,0.7743,3.72156,5.8392,6.0,2013.0,2.0,1,0,4,1.70235212409184,0.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,0,0,0,1,0,0,1,18.1462439114085,1,92,970766005.0
100,0.8833,27.8891,5.3959,2.1574,5.048,4.9889,9.09586,27.8891,11.0,2013.0,4.0,0,1,4,9.468580589423103,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,1,0,0,0,0,0,1,0,0,1,16.906553056777135,1,185,51695362.0
146,1.7913,8.7924,8.4508,3.6624,6.9724,5.1254,6.60068,8.7924,11.0,2013.0,4.0,0,1,5,1.9583001183679687,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,16,1,0,0,0,0,0,1,0,0,1,18.683045016112164,1,311,865011746.0
124,3.1977,2.3484,4.6995,1.3701,4.471,5.8184,3.74148,5.8184,12.0,2013.0,4.0,0,1,3,1.632648978072139,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,25,1,0,0,0,0,0,1,0,0,1,14.669926311652166,1,143,4934725.0
134,3.0803,3.9817,3.5303,6.6125,5.4291,4.0132,4.71336,6.6125,10.0,2013.0,4.0,0,0,5,1.144045264139492,0.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0,0,0,1,0,0,1,16.811242881518265,1,377,187000000.0
132,2.8645,3.544,3.0771,7.8484,5.4291,4.564,4.89252,7.8484,5.0,2013.0,2.0,1,0,5,1.6880359017509075,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10,1,0,0,0,0,0,1,0,0,1,19.06253463538792,1,555,467381584.0
153,4.8034,7.272,8.2259,7.26,3.2559,2.9019,5.78314,8.2259,9.0,2013.0,3.0,0,0,4,2.2384540170394387,0.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,25,1,0,0,0,0,0,1,0,0,1,17.6441519761925,1,261,122126687.0
101,1.4612,8.1709,6.0004,3.5183,1.8064,6.7353,5.24626,8.1709,7.0,2013.0,3.0,1,0,4,2.287267757478341,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,1,0,0,1,18.197537205138154,1,228,247022278.0
92,1.2271,12.2766,5.8339,4.7648,2.4406,3.0723,5.67764,12.2766,8.0,2013.0,3.0,0,0,4,3.5119849547513726,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,16.118095750958314,1,142,1585582.0
104,1.6934,2.9493,4.6543,4.9247,5.5793,1.8527,3.99206,5.5793,6.0,2013.0,2.0,1,0,3,1.3778185389956108,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,15,1,0,0,0,0,0,1,0,0,1,19.11382792951231,1,144,743559465.0
143,2.2708,12.2774,6.3885,4.6039,2.3598,2.7155,5.66902,12.2774,5.0,2013.0,2.0,1,0,3,3.6054690598589247,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,7,1,0,0,0,0,0,1,0,0,1,18.46947091764561,1,295,351040419.0
99,0.7199,8.2132,7.5046,7.1442,2.5043,2.7913,5.63152,8.2132,3.0,2013.0,1.0,0,0,3,2.46203394241428,0.6,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,11,1,0,0,0,0,0,1,0,0,1,18.72078534381011,1,395,587204668.0
106,5.828,5.3959,4.2178,5.828,2.4715,3.0662,4.195880000000001,5.828,6.0,2013.0,2.0,1,0,4,1.2925948683172157,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,0,0,1,0,0,1,17.281246492014,1,131,126041322.0
112,2.2407,5.0206,4.0018,3.1066,1.9124,2.8395,3.37618,5.0206,7.0,2013.0,3.0,1,0,3,1.0581935747300681,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,19,1,0,0,0,0,0,1,0,0,1,16.380459992348886,1,236,321293998.0
124,3.5462,16.4194,11.415,4.7047,2.5721,3.4806,7.71836,16.4194,4.0,2013.0,2.0,0,0,4,5.345989015551752,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,9,1,0,0,0,0,0,1,0,0,1,18.603002309079653,1,461,286168572.0
123,5.476,7.4644,2.8487,3.7689,1.4801,3.7543,3.863280000000001,7.4644,9.0,2013.0,3.0,0,0,3,1.9848309231770853,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,1,0,0,1,17.453096744006448,1,145,90200000.0
115,2.2539,10.5039,6.2323,4.0025,3.0378,3.8032,5.51594,10.5039,10.0,2013.0,4.0,0,0,5,2.711386118279726,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0,0,0,0,0,1,0,0,1,17.72753358339242,1,361,137328301.0
105,0.4168,2.5892,2.7264,1.3488,4.6361,3.8269,3.02548,4.6361,5.0,2013.0,2.0,1,0,2,1.1249369500554243,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,1,0,0,1,16.204273438942487,1,154,16500000.0
134,1.4136,15.863,1.6145,0.3394,0.5461,0.3014,3.73288,15.863,10.0,2013.0,4.0,0,0,1,6.083973591461422,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,14,1,0,0,0,0,0,1,0,0,1,17.822843761378564,1,187,218791811.0
91,2.9846,9.6871,7.7585,3.0788,1.198,2.0676,4.758,9.6871,10.0,2013.0,4.0,0,0,3,3.3475540879872274,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,11,1,0,0,0,0,0,1,0,0,1,18.46947091764561,1,631,723192705.0
130,1.3607,6.4814,5.9596,1.4504,2.6223,2.0634,3.71542,6.4814,4.0,2013.0,2.0,0,0,2,2.0852523227657604,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,0,0,1,0,0,1,16.118095750958314,1,170,32613173.0
114,5.4552,5.4552,3.4518,5.1482,4.5712,3.0538,4.33604,5.4552,12.0,2013.0,4.0,0,1,5,0.9373839119592355,0.4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,15,1,0,0,0,0,0,1,0,0,1,18.31532023940565,1,138,188133322.0
109,1.1562,11.2039,5.2702,2.0952,2.8845,4.2081,5.13238,11.2039,8.0,2013.0,3.0,0,0,3,3.2253393566569084,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,9,1,0,0,0,0,0,1,0,0,1,18.560442695023177,1,621,286140700.0
97,1.2599,3.9331,2.5081,2.6252,2.7183,0.7169,2.50032,3.9331,9.0,2013.0,3.0,0,0,1,1.0292343025764348,0.2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,0,0,0,0,0,1,0,0,1,15.424948670398354,1,153,9114264.0
99,0.8163,2.9368,2.2851,5.126,4.8475,1.1009,3.25926,5.126,10.0,2013.0,4.0,0,0,2,1.5309285138111448,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,0,1,0,0,1,15.287380140295596,1,177,1200000.0
92,2.6361,12.1359,0.4892,1.0165,4.6963,2.3487,4.13732,12.1359,1.0,2013.0,1.0,0,0,2,4.255283754768888,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,15,1,0,0,0,0,0,1,0,0,1,16.811242881518265,1,346,47340586.0
149,4.4315,13.44,2.3847,2.7264,4.7002,4.5939,5.569039999999999,13.44,7.0,2013.0,3.0,1,0,3,4.046687922041926,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,1,0,0,0,0,0,1,0,0,1,19.186148590743098,1,386,260500000.0
110,3.2394,8.1126,5.0469,3.262,3.1268,1.3585,4.18136,8.1126,3.0,2013.0,1.0,0,0,4,2.286029991579288,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,11,1,0,0,0,0,0,1,0,0,1,18.683045016112164,1,273,371900000.0
91,1.5686,1.9648,1.0364,0.789,1.5202,3.1735,1.69678,3.1735,4.0,2013.0,2.0,0,0,1,0.8418887631985595,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,1,0,0,1,16.648723960844016,1,410,99010045.0
100,1.3703,5.109,2.5959,4.656,1.7909,3.158,3.46196,5.109,5.0,2013.0,2.0,1,0,3,1.246865302428454,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,18.450239555902648,1,132,362000072.0
114,1.1597,3.2781,4.5577,7.2489,7.26,5.2239,5.51372,7.26,10.0,2013.0,4.0,0,0,5,1.5528238875030227,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,21,1,0,0,0,0,0,1,0,0,1,18.5159909328476,1,178,125537191.0
91,1.0726,5.3807,6.9724,2.2035,2.4449,2.2895,3.8582,6.9724,10.0,2013.0,4.0,0,0,2,1.9602304231900904,0.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,1,0,0,1,17.822843761378564,1,191,110000000.0
103,1.0876,6.7139,7.4681,2.9621,1.8627,10.1295,5.82726,10.1295,7.0,2013.0,3.0,1,0,3,3.030334411645025,0.4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,1,0,0,1,17.147715103853763,1,293,60795985.0
96,2.674,1.5426,4.2172,4.0751,0.7977,3.6745,2.86142,4.2172,8.0,2013.0,3.0,0,0,3,1.412124928467733,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.0,1,364,8385405.0
115,2.5736,4.3889,2.8624,1.9632,4.9527,2.9057,3.41458,4.9527,9.0,2013.0,3.0,0,0,2,1.0941186506042204,0.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,1,0,0,1,16.300417291085605,1,167,27700000.0
88,0.8964,4.4987,5.6559,6.199,3.6204,2.2956,4.45392,6.199,1.0,2013.0,1.0,0,0,4,1.4032224476539705,0.6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,15,1,0,0,0,0,0,1,0,0,1,17.72753358339242,1,255,226349749.0
130,0.4676,3.8738,7.2077,2.0339,2.6348,2.661,3.68224,7.2077,8.0,2013.0,3.0,0,0,2,1.8613247912172664,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,10,1,0,0,0,0,0,1,0,0,1,17.909855136853043,1,464,95396573.0
120,1.807,7.6535,3.5895,2.7685,3.2353,1.3864,3.7266400000000006,7.6535,3.0,2013.0,1.0,0,0,3,2.1012000072339614,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,1,0,0,0,0,0,1,0,0,1,18.064005814299346,1,407,170270201.0
110,0.9381,8.7811,3.3257,7.6908,4.8122,2.5959,5.44114,8.7811,8.0,2013.0,3.0,0,0,4,2.4158785355228436,0.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,1,0,0,0,0,0,1,0,0,1,17.426428497635523,1,121,270000000.0
131,2.8988,5.0951,5.4699,3.5274,2.6988,3.4761,4.053459999999999,5.4699,6.0,2013.0,2.0,1,0,4,1.0522835712867518,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,22,1,0,0,0,0,0,1,0,0,1,18.826145858727198,1,433,205366737.0
94,2.3919,5.9569,2.1756,3.3924,5.9925,2.5689,4.01726,5.9925,10.0,2013.0,4.0,0,0,3,1.645824088534373,0.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,1,0,0,1,16.118095750958314,1,332,1412181.0
138,0.9199,5.7672,5.109,5.3277,4.4987,8.7924,5.899,8.7924,12.0,2013.0,4.0,0,1,5,1.5033601418156597,0.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0,0,0,1,0,0,1,17.50439003707821,1,143,251171807.0
98,0.9344,3.5125,2.4076,7.272,6.9714,3.2251,4.67772,7.272,1.0,2013.0,1.0,0,0,4,2.030396216899549,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,1,0,0,1,15.607270193858982,1,164,32443111.0
100,1.5653,7.2441,3.4806,1.1835,0.7148,2.9611,3.11682,7.2441,1.0,2013.0,1.0,0,0,2,2.31077697357404,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,1,0,0,1,16.52356082573315,1,312,146428180.0
114,1.1856,7.6711,2.5325,5.1248,4.6833,6.0233,5.207,7.6711,2.0,2013.0,1.0,0,0,4,1.6835737750392763,0.2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,0,0,1,19.088510121656228,1,528,197700000.0
98,0.827,5.0469,2.3952,1.7798,1.6208,1.3066,2.42986,5.0469,2.0,2013.0,1.0,0,0,1,1.3556525212605184,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,1,0,0,0,0,0,1,0,0,1,18.33729914588288,1,408,304654182.0
85,0.4706,3.1326,3.3022,1.7357,1.8821,1.8755,2.3856200000000003,3.3022,3.0,2013.0,1.0,0,0,2,0.6832640526180197,0.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0,0,1,0,0,0,0,1,0,0.0,1,722,50461371.0
109,0.7261,8.6948,5.0628,4.6464,5.4995,1.795,5.1397,8.6948,1.0,2013.0,1.0,0,0,4,2.2002031106241082,0.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,0,0,0,0,0,1,0,0,1,17.840862266556567,1,317,34737199.0
91,0.7762,7.7475,5.7876,2.9781,2.6911,13.651,6.57106,13.651,7.0,2013.0,3.0,1,0,3,4.002169966705562,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,1,0,0,0,0,0,1,0,1,0,0.0,1,106,39881.0
111,3.1733,7.7475,4.0558,4.1808,1.9098,1.5918,3.89714,7.7475,9.0,2013.0,3.0,0,0,3,2.1997736661756817,0.4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,0,0,0,0,0,1,0,0,1,17.216707972959764,1,417,36894225.0
118,1.2269,27.8891,5.3909,4.2822,2.3657,1.9248,8.37054,27.8891,1.0,2013.0,1.0,0,0,3,9.840453551864364,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,1,0,0,1,17.370858648025116,1,240,46216641.0
87,0.3931,0.3262,0.1872,2.0912,0.3407,3.5433,1.29772,3.5433,3.0,2013.0,1.0,0,0,1,1.3240266695199157,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,13.868222545530589,1,316,825000.0
117,3.7175,3.5303,5.8556,4.9592,4.1406,10.9043,5.878,10.9043,10.0,2013.0,4.0,0,0,5,2.6320577858398164,0.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,0,0,0,0,0,1,0,0,1,17.034386422832473,1,97,71009334.0
104,3.4773,8.8072,7.0086,2.0952,8.0979,3.8315,5.96808,8.8072,11.0,2013.0,4.0,0,1,4,2.5785108519453623,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,8,1,0,0,0,0,0,1,0,0,1,17.216707972959764,1,152,5200000.0
141,0.9445,7.6387,5.5016,0.93,1.268,1.0867,3.285,7.6387,8.0,2013.0,3.0,0,0,2,2.7682072227345986,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,0,0,0,0,0,1,0,0,0,1,16.705882371415992,1,344,62000000.0
120,0.9628,2.4217,1.3413,2.7203,3.1761,1.629,2.25768,3.1761,4.0,2013.0,2.0,0,0,1,0.6810882421536875,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,1,17.426428497635523,1,199,5500000.0
130,4.0301,5.3959,9.1964,4.5054,3.4178,2.8856,5.08022,9.1964,3.0,2013.0,1.0,0,0,4,2.233965393107064,0.6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,1,0,0,1,19.11382792951231,1,209,491868548.0
109,3.1361,3.8159,3.1606,2.1891,3.4606,2.6252,3.05028,3.8159,7.0,2013.0,3.0,1,0,3,0.5812109751200506,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,1,0,0,0,0,0,1,0,0,1,16.811242881518265,1,143,46100000.0
96,4.1344,7.1442,3.3924,7.2024,8.0979,4.9446,6.1563,8.0979,7.0,2013.0,3.0,1,0,5,1.7290137234851548,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,1,0,0,1,18.72078534381011,1,72,282570682.0
116,0.6606,8.0905,1.9189,3.5568,1.561,2.0124,3.4279200000000003,8.0905,4.0,2013.0,2.0,0,0,2,2.429917316617996,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,14,1,0,0,0,0,0,1,0,0,1,16.118095750958314,1,510,3428048.0
111,4.0065,8.0905,3.8357,4.0024,3.1598,2.9325,4.40418,8.0905,2.0,2013.0,1.0,0,0,4,1.8861535159153935,0.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0,0,0,1,0,0,1,17.370858648025116,1,195,173965010.0
119,2.4318,10.8484,4.9786,2.8133,2.1497,1.714,4.5008,10.8484,12.0,2013.0,4.0,0,1,2,3.366360060956047,0.2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,1,0,0,1,18.980296537602072,1,324,151783839.0
