runtime,director_popularity,actor1_popularity,actor2_popularity,actor3_popularity,actor4_popularity,actor5_popularity,cast_pop_mean,cast_pop_max,release_year,release_month,release_quarter,release_month_sin,release_month_cos,is_summer_release,is_holiday_release,release_is_missing,star_count,cast_popularity_std,cast_popularity_range,top2_cast_pop_sum,cast_gender_ratio,director_is_female,director_pop_missing,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,num_genres,keyword_count,keyword_unique_ratio,kw_woman_director,kw_based_on_novel_or_book,kw_short_film,kw_sequel,kw_based_on_true_story,kw_duringcreditsstinger,kw_murder,kw_lgbt,kw_aftercreditsstinger,kw_biography,kw_coming_of_age,kw_revenge,kw_superhero,kw_gay_theme,kw_friendship,kw_new_york_city,kw_based_on_comic,kw_family,kw_anime,kw_amused,kw_remake,kw_love,kw_dystopia,kw_dark_comedy,kw_absurd,lang_en,lang_fr,lang_es,lang_ja,lang_de,lang_it,lang_tl,lang_ko,lang_other,is_english,has_overview,overview_char_count,overview_word_count,overview_unique_word_ratio,has_budget,log_budget,runtime_missing,log_runtime,popularity
90,0.612,1.7145,1.5815,1.2449,0.7813,1.319,1.32824,1.7145,2012.0,7.0,3.0,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0.36038580438191514,0.9331999999999999,3.296,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,316,52,0.8269230769230769,0,0.0,0,4.51085950651685,3.5836
92,0.2396,1.9381,0.9674,2.2162,1.7421,0.7526,1.5232800000000002,2.2162,2012.0,4.0,2.0,0.8660254037844387,-0.49999999999999983,0,0,0,0,0.6330573015138519,1.4636,4.1543,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,229,40,0.8,1,15.201805169084134,0,4.532599493153256,3.5819
83,2.604,4.3815,3.3379,2.9142,3.6065,5.4381,3.93564,5.4381,2012.0,8.0,3.0,-0.8660254037844384,-0.5000000000000004,0,0,0,4,0.9956333552066243,2.5239000000000003,9.819600000000001,0.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,248,44,0.8409090909090909,0,0.0,0,4.430816798843313,3.5725
49,0.0832,0.7437,1.0511,0.5055,2.0187,0.1091,0.88562,2.0187,2012.0,9.0,3.0,-1.0,-1.8369701987210297e-16,0,0,0,0,0.7209143028127546,1.9096,3.0698,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,330,61,0.8360655737704918,0,0.0,0,3.912023005428146,3.5657
88,0.0915,0.9018,0.6945,0.2176,1.1643,0.2699,0.64962,1.1643,2012.0,11.0,4.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0.4066119243209672,0.9466999999999999,2.0661,0.6666666666666666,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,349,66,0.696969696969697,0,0.0,0,4.48863636973214,3.5627
91,0.3414,3.6201,2.1977,3.4985,3.5918,1.299,2.8414200000000003,3.6201,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,3,1.0481652670261499,2.3211,7.2119,0.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,301,53,0.8301886792452831,1,15.424948670398354,0,4.5217885770490405,3.5525
110,0.2254,4.3776,0.6931,2.7862,1.639,1.1769,2.13456,4.3776,2012.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,1,1.4744797770739346,3.6845,7.1638,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,14,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,220,37,0.8378378378378378,1,16.300417291085605,0,4.709530201312334,3.55
124,0.0931,0.6217,0.5263,0.4095,2.1243,2.2337,1.1831,2.2337,2012.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0.9130485967351354,1.8241999999999998,4.358,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,52,9,1.0,0,0.0,0,4.8283137373023015,3.549
33,0.116,0.1757,0.0998,0.2205,0.3035,1.1419,0.3882799999999999,1.1419,2012.0,5.0,2.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0.42769494034884253,1.0421,1.4453999999999998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,351,55,0.8545454545454545,1,7.496097345175956,0,3.5263605246161616,3.5478
110,0.0826,4.2364,0.2449,0.3149,0.2086,1.8967,1.3803,4.2364,2012.0,4.0,2.0,0.8660254037844387,-0.49999999999999983,0,0,0,1,1.7479321625852644,4.0278,6.1331,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,317,63,0.746031746031746,0,0.0,0,4.709530201312334,3.5407
3,0.0379,0.4337,0.0143,0.0286,0.0434,0.0609,0.1161799999999999,0.4337,2012.0,11.0,4.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0.17834064875961395,0.4194,0.4946,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,344,63,0.8412698412698413,0,0.0,0,1.3862943611198906,3.5392
93,0.7563,1.8191,2.5009,0.2393,3.7599,0.1486,1.6935600000000002,3.7599,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,1,1.5361553235268888,3.6113,6.2608,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,155,25,0.96,1,11.002116507732017,0,4.543294782270004,3.5311
105,0.0495,3.808,0.0143,0.0382,0.0499,0.1498,0.81204,3.808,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,1,1.6755904162413913,3.7937,3.9577999999999998,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,240,46,0.8478260869565217,1,8.160803920954665,0,4.663439094112067,3.5285
88,0.2308,0.1294,0.123,2.7559,1.1799,0.2979,0.8972199999999999,2.7559,2012.0,9.0,3.0,-1.0,-1.8369701987210297e-16,0,0,0,0,1.127247526943395,2.6329000000000002,3.9358,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,233,46,0.8695652173913043,1,13.717898831632498,0,4.48863636973214,3.5277
0,0.0468,1.9795,0.1747,0.6379,0.295,0.1365,0.6447200000000001,1.9795,2012.0,6.0,2.0,1.2246467991473532e-16,-1.0,1,0,0,0,0.7718799466238258,1.843,2.6174,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,140,29,0.896551724137931,0,0.0,0,0.0,3.5257
4,3.5236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,6.0,2.0,1.2246467991473532e-16,-1.0,1,0,0,0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,46,8,1.0,0,0.0,0,1.6094379124341003,3.523
5,3.292,0.3036,0.1094,0.0,0.0,0.0,0.2065,0.3036,2012.0,5.0,2.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0.13231356695365745,0.3036,0.413,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,242,45,0.7777777777777778,0,0.0,0,1.791759469228055,3.5194
91,1.6883,5.4999,2.9858,2.5531,1.7304,4.3144,3.41672,5.4999,2012.0,3.0,1.0,1.0,6.123233995736766e-17,0,0,0,2,1.4933749519126134,3.7695000000000003,9.8143,0.4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,562,106,0.7452830188679245,1,17.50439003707821,0,4.5217885770490405,3.5154
16,0.4797,1.7552,0.3481,2.1932,0.0,0.0,1.4321666666666666,2.1932,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,1.0392358298288218,2.1932,3.9484000000000004,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,203,35,0.8857142857142857,0,0.0,0,2.833213344056216,3.5139
94,0.7688,1.8241,0.9905,2.841,2.9592,4.1174,2.54644,4.1174,2012.0,8.0,3.0,-0.8660254037844384,-0.5000000000000004,0,0,0,1,1.1903545786865357,3.1269,7.0766,0.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,427,72,0.8194444444444444,1,16.906553056777135,0,4.553876891600541,3.5136
10,0.2709,1.6293,0.1192,2.4184,1.2471,0.4951,1.18182,2.4184,2012.0,8.0,3.0,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.9130136291425228,2.2992,4.0477,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,224,37,0.8108108108108109,0,0.0,0,2.3978952727983707,3.5134
23,0.1797,0.4499,0.08,3.1996,0.1772,0.2168,0.8247,3.1996,2012.0,7.0,3.0,-0.4999999999999998,-0.8660254037844388,1,0,0,1,1.3345412882335264,3.1196,3.6495,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,95,17,0.9411764705882353,0,0.0,0,3.1780538303479458,3.5093
16,0.1346,1.2946,13.9576,2.4406,4.6474,2.9858,5.0652,13.9576,2012.0,12.0,4.0,-2.4492935982947064e-16,1.0,0,1,0,2,5.11564239563322,12.663,18.605,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,135,21,0.9523809523809523,0,0.0,0,2.833213344056216,3.5046
95,2.7157,4.401,5.9595,2.1572,2.6367,2.0194,3.43476,5.9595,2012.0,12.0,4.0,-2.4492935982947064e-16,1.0,0,1,0,2,1.7014872209334988,3.9401,10.3605,0.4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,432,83,0.7590361445783133,1,16.52356082573315,0,4.564348191467836,3.5015
85,0.7595,1.6451,1.7137,2.1687,0.1082,0.8637,1.29988,2.1687,2012.0,4.0,2.0,0.8660254037844387,-0.49999999999999983,0,0,0,0,0.8148046158435776,2.0604999999999998,3.8823999999999996,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,164,26,0.8846153846153846,0,0.0,0,4.454347296253507,3.4949
11,0.0614,0.1355,1.9012,0.1021,1.7169,0.1446,0.80006,1.9012,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.9235151395618807,1.7991,3.6181,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,259,49,0.9183673469387755,0,0.0,0,2.4849066497880004,3.4904
93,0.1014,1.1862,2.4329,0.2902,0.1268,0.0764,0.8225,2.4329,2012.0,3.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,1.0061899472763578,2.3565,3.6191,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,400,62,0.8225806451612904,0,0.0,0,4.543294782270004,3.4901
123,0.6696,1.017,3.3627,1.0795,0.261,0.8301,1.31006,3.3627,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1,1.1919796067886397,3.1016999999999997,4.4422,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,153,24,0.9166666666666666,0,0.0,0,4.820281565605037,3.4829
83,0.7263,0.3315,1.3927,1.4308,0.5931,0.7728,0.90418,1.4308,2012.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0.4893807995824928,1.0993,2.8235,0.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,291,52,0.8846153846153846,0,0.0,0,4.430816798843313,3.4786
0,0.1038,4.1159,0.3668,0.1819,0.0,0.0,1.5548666666666666,4.1159,2012.0,6.0,2.0,1.2246467991473532e-16,-1.0,1,0,0,1,1.785816621884789,4.1159,4.4826999999999995,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,380,66,0.9242424242424242,0,0.0,0,0.0,3.4784
90,0.2736,2.8276,1.2716,2.5262,1.3775,2.8544,2.17146,2.8544,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.7846795065502857,1.5828,5.682,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,95,19,0.8947368421052632,0,0.0,0,4.51085950651685,3.4782
0,0.1638,1.4503,2.1174,0.0286,2.3715,0.4763,1.28882,2.3715,2012.0,3.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,1.0165087048323787,2.3429,4.4889,0.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,302,51,0.9019607843137255,0,0.0,0,0.0,3.4764
15,0.2042,0.1428,3.4547,0.0,0.0,0.0,1.7987499999999998,3.4547,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1,1.5302730704027958,3.4547,3.5974999999999997,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,110,21,0.9523809523809523,0,0.0,0,2.772588722239781,3.4723
94,4.7642,2.9404,3.5489,2.034,3.7837,1.8585,2.8331,3.7837,2012.0,5.0,2.0,0.49999999999999994,-0.8660254037844387,1,0,0,2,0.868321550463882,1.9252,7.3326,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,503,89,0.7640449438202247,0,0.0,0,4.553876891600541,3.469
70,3.9564,3.1161,2.4653,0.5435,0.0,0.0,2.0416333333333334,3.1161,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,1,1.464607075976352,3.1161,5.5814,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,254,45,0.8444444444444444,0,0.0,0,4.2626798770413155,3.4671
90,0.6572,1.8137,2.2583,1.119,2.0173,0.812,1.60406,2.2583,2012.0,8.0,3.0,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.6134713628198142,1.4463000000000001,4.275600000000001,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,11,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,184,32,0.84375,1,12.506180941677357,0,4.51085950651685,3.46
28,0.6629,0.4888,2.7432,0.0,0.0,0.0,1.616,2.7432,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,1.1911031525438929,2.7432,3.2319999999999998,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,16,1.0,0,0.0,0,3.367295829986474,3.4566
130,0.2852,0.0912,0.4346,1.5426,1.56,0.0609,0.73786,1.56,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0.7569562853956627,1.4991,3.1026,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,189,34,0.8823529411764706,0,0.0,0,4.875197323201151,3.4513
80,2.1969,0.8943,2.3371,0.8309,0.6351,0.3595,1.01138,2.3371,2012.0,3.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0.7697967991619606,1.9776,3.2314,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,184,31,0.8709677419354839,1,15.671808704579888,0,4.394449154672439,3.4482
75,4.7823,0.1912,0.0,0.0,0.0,0.0,0.1912,0.1912,2012.0,11.0,4.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0.08550723945959196,0.1912,0.1912,0.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,754,133,0.7142857142857143,0,0.0,0,4.330733340286331,3.4468
89,0.4406,2.3401,0.8784,0.5924,0.7629,1.988,1.31236,2.3401,2012.0,3.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0.793931497674705,1.7477,4.3281,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,73,11,1.0,0,0.0,0,4.499809670330265,3.4374
86,2.9499,0.4905,1.2698,0.653,0.9418,0.6929,0.8096,1.2698,2012.0,3.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0.3038207283909378,0.7793000000000001,2.2116,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,405,65,0.8,0,0.0,0,4.465908118654584,3.4344
95,0.9379,9.17,3.342,0.9672,0.8442,2.9481,3.4543,9.17,2012.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,0,0,2,3.388818549288233,8.3258,12.512,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,122,21,0.9523809523809523,1,14.508658238524095,0,4.564348191467836,3.432
0,0.0286,0.428,2.2004,0.0,0.0,0.0,1.3142,2.2004,2012.0,4.0,2.0,0.8660254037844387,-0.49999999999999983,0,0,0,0,0.9543645592749137,2.2004,2.6284,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,249,39,0.9743589743589743,0,0.0,0,0.0,3.4261
60,3.7146,1.3464,1.3605,1.6762,3.416,3.3824,2.2363,3.416,2012.0,5.0,2.0,0.49999999999999994,-0.8660254037844387,1,0,0,2,1.0698010282290815,2.0696,6.7984,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,29,5,1.0,0,0.0,0,4.110873864173311,3.426
30,0.8827,3.3146,1.1111,4.3238,4.0243,0.3947,2.6337,4.3238,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,3,1.7737857071811127,3.9291000000000005,8.3481,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,673,125,0.72,0,0.0,0,3.4339872044851463,3.4256
3,2.8802,5.5358,0.0,0.0,0.0,0.0,5.5358,5.5358,2012.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,1,2.475685021968667,5.5358,5.5358,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60,10,1.0,0,0.0,0,1.3862943611198906,3.4205
17,3.3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0.0,0.0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,345,56,0.8214285714285714,0,0.0,0,2.8903717578961645,3.4061
13,2.5351,5.6295,2.6954,1.5703,1.8687,1.4461,2.6420000000000003,5.6295,2012.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,1,1.739591791197004,4.183400000000001,8.3249,0.2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,228,36,0.8888888888888888,0,0.0,0,2.6390573296152584,3.4041
16,0.4791,0.3457,0.3299,1.3497,0.0,0.0,0.6751,1.3497,2012.0,5.0,2.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0.5544512088543048,1.3497,1.6953999999999998,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,113,19,0.9473684210526315,0,0.0,0,2.833213344056216,3.401
81,0.3183,0.3183,0.3156,0.1093,0.173,0.097,0.20264,0.3183,2012.0,12.0,4.0,-2.4492935982947064e-16,1.0,0,1,0,0,0.10826806084898723,0.22130000000000002,0.6339,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,405,78,0.7564102564102564,0,0.0,0,4.406719247264253,3.4002
